"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"FXUSDCAD","USD/CAD","US dollar to Canadian dollar daily exchange rate"

"OBSERVATIONS"
"date","FXUSDCAD"
"2025-11-27","1.4034"
"2025-11-28","1.3979"
"2025-12-01","1.3979"
"2025-12-02","1.3986"
"2025-12-03","1.3949"
"2025-12-04","1.3952"
"2025-12-05","1.3860"
"2025-12-08","1.3837"
"2025-12-09","1.3844"
"2025-12-10","1.3835"
"2025-12-11","1.3774"
"2025-12-12","1.3769"
"2025-12-15","1.3770"
